Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
5063,DataTech Solutions,Influencer,All Ages,30 days,Facebook,13%,"$10,305.00",4.79,Chicago,German,569,6116,10,Health & Wellness,14-11-2021
5064,Alpha Innovations,Email,Women 25-34,45 days,Facebook,2%,"$18,227.00",2.75,Houston,Spanish,123,7408,3,Fashionistas,15-11-2021
5065,NexGen Systems,Influencer,All Ages,30 days,Website,7%,"$18,242.00",4.35,Chicago,English,307,7156,7,Tech Enthusiasts,16-11-2021
5066,NexGen Systems,Display,All Ages,15 days,Website,9%,"$8,846.00",3.57,Houston,Mandarin,677,6161,8,Tech Enthusiasts,17-11-2021
5067,Alpha Innovations,Search,Men 18-24,30 days,Email,2%,"$9,495.00",2.98,Los Angeles,Mandarin,262,9200,4,Health & Wellness,18-11-2021
5068,TechCorp,Email,Women 25-34,45 days,Instagram,3%,"$9,961.00",7.63,Chicago,Spanish,130,6157,4,Tech Enthusiasts,19-11-2021
5069,Innovate Industries,Social Media,Men 18-24,45 days,Website,14%,"$9,451.00",3.86,Houston,Mandarin,914,2731,10,Fashionistas,20-11-2021
5070,Alpha Innovations,Social Media,Women 35-44,60 days,Google Ads,11%,"$13,173.00",6.7,New York,French,553,2571,6,Tech Enthusiasts,21-11-2021
5071,DataTech Solutions,Search,All Ages,30 days,YouTube,10%,"$12,211.00",6.28,Houston,German,229,6345,5,Tech Enthusiasts,22-11-2021
5072,NexGen Systems,Influencer,Men 18-24,45 days,YouTube,5%,"$12,294.00",6.91,Chicago,English,252,2879,6,Health & Wellness,23-11-2021
5073,DataTech Solutions,Search,Men 25-34,60 days,Google Ads,14%,"$11,672.00",3.83,Miami,French,774,1384,5,Tech Enthusiasts,24-11-2021
5074,DataTech Solutions,Search,Women 25-34,45 days,Email,13%,"$14,805.00",4.58,Houston,Spanish,284,1758,8,Health & Wellness,25-11-2021
5075,Innovate Industries,Influencer,Women 35-44,30 days,Instagram,9%,"$7,309.00",5.46,Houston,Mandarin,160,5173,5,Fashionistas,26-11-2021
5076,NexGen Systems,Email,Men 25-34,45 days,Website,5%,"$16,628.00",3.08,Miami,German,392,8521,6,Fashionistas,27-11-2021
5077,Innovate Industries,Social Media,Women 35-44,30 days,Instagram,12%,"$12,560.00",2.25,Chicago,French,143,3362,6,Outdoor Adventurers,28-11-2021
5078,Alpha Innovations,Email,Women 35-44,30 days,Instagram,10%,"$7,846.00",4.46,Houston,Spanish,657,7722,8,Fashionistas,29-11-2021
5079,DataTech Solutions,Search,All Ages,45 days,Website,6%,"$12,240.00",6.73,Chicago,Spanish,700,6121,2,Health & Wellness,30-11-2021
5080,TechCorp,Influencer,Men 18-24,60 days,Facebook,11%,"$17,889.00",2.05,Miami,Mandarin,926,4533,10,Outdoor Adventurers,01-12-2021
5081,TechCorp,Email,Women 35-44,30 days,YouTube,10%,"$12,092.00",6.63,New York,French,277,8651,8,Foodies,02-12-2021
5082,DataTech Solutions,Display,Women 25-34,60 days,YouTube,10%,"$13,486.00",2.45,Los Angeles,French,578,9820,5,Outdoor Adventurers,03-12-2021
5083,DataTech Solutions,Email,Women 35-44,30 days,Facebook,5%,"$19,167.00",3.33,Los Angeles,Spanish,145,6781,3,Tech Enthusiasts,04-12-2021
5084,Innovate Industries,Email,Men 18-24,15 days,Instagram,2%,"$16,042.00",3.44,Houston,French,500,3672,1,Outdoor Adventurers,05-12-2021
5085,Alpha Innovations,Email,All Ages,15 days,Website,1%,"$16,260.00",5.89,Miami,French,375,9023,2,Foodies,06-12-2021
5086,Alpha Innovations,Influencer,Women 25-34,30 days,Facebook,10%,"$7,812.00",7.8,Miami,French,481,8622,2,Tech Enthusiasts,07-12-2021
5087,Innovate Industries,Influencer,Men 18-24,60 days,YouTube,8%,"$7,453.00",2.01,Miami,French,300,4768,8,Health & Wellness,08-12-2021
5088,TechCorp,Social Media,Men 18-24,15 days,YouTube,8%,"$9,359.00",6.72,New York,Spanish,197,9369,1,Fashionistas,09-12-2021
5089,NexGen Systems,Social Media,Men 25-34,60 days,Facebook,12%,"$10,036.00",5.93,New York,Mandarin,114,2543,3,Health & Wellness,10-12-2021
5090,Innovate Industries,Email,Women 25-34,60 days,YouTube,11%,"$15,924.00",3.75,Los Angeles,Mandarin,595,4571,3,Outdoor Adventurers,11-12-2021
5091,Innovate Industries,Search,Men 25-34,15 days,Email,9%,"$6,631.00",6.63,Houston,Spanish,549,3176,9,Fashionistas,12-12-2021
5092,Innovate Industries,Search,Women 25-34,30 days,Instagram,5%,"$14,177.00",4.48,Houston,German,938,6202,2,Outdoor Adventurers,13-12-2021
5093,Alpha Innovations,Email,Women 25-34,60 days,Email,5%,"$18,003.00",4.93,Chicago,German,986,2074,10,Foodies,14-12-2021
5094,DataTech Solutions,Social Media,Women 35-44,60 days,Instagram,12%,"$7,224.00",2.97,Los Angeles,French,616,5122,10,Tech Enthusiasts,15-12-2021
5095,Alpha Innovations,Influencer,Men 25-34,15 days,Instagram,3%,"$17,343.00",5.64,New York,Spanish,619,4405,2,Outdoor Adventurers,16-12-2021
5096,DataTech Solutions,Social Media,Men 25-34,15 days,Email,13%,"$19,346.00",3.08,Los Angeles,English,397,8461,6,Foodies,17-12-2021
5097,Alpha Innovations,Email,All Ages,45 days,Facebook,13%,"$7,628.00",5.3,Los Angeles,English,426,2328,8,Foodies,18-12-2021
5098,NexGen Systems,Search,Men 25-34,15 days,Website,10%,"$8,682.00",2.06,Houston,German,604,3591,1,Foodies,19-12-2021
5099,DataTech Solutions,Display,All Ages,45 days,YouTube,1%,"$13,905.00",2.5,Houston,Spanish,570,9181,4,Tech Enthusiasts,20-12-2021
5100,TechCorp,Social Media,Women 25-34,15 days,Email,8%,"$19,483.00",5.57,Miami,Spanish,676,8079,9,Health & Wellness,21-12-2021
5101,TechCorp,Influencer,All Ages,30 days,YouTube,6%,"$17,548.00",6.65,Miami,Spanish,921,5303,9,Foodies,22-12-2021
5102,Innovate Industries,Search,Men 25-34,15 days,Google Ads,14%,"$19,514.00",5.17,Chicago,French,303,2452,5,Foodies,23-12-2021
5103,NexGen Systems,Social Media,Women 25-34,60 days,Website,13%,"$16,348.00",7.64,New York,Mandarin,314,9465,4,Outdoor Adventurers,24-12-2021
5104,NexGen Systems,Influencer,Women 25-34,60 days,Google Ads,2%,"$6,885.00",6.64,New York,French,854,9007,2,Health & Wellness,25-12-2021
5105,TechCorp,Email,All Ages,15 days,Website,3%,"$6,546.00",6.29,Houston,Spanish,593,6642,3,Health & Wellness,26-12-2021
5106,Alpha Innovations,Email,All Ages,30 days,Website,10%,"$19,086.00",2.94,Miami,English,811,4897,5,Health & Wellness,27-12-2021
5107,Alpha Innovations,Influencer,Men 25-34,60 days,Facebook,11%,"$12,506.00",7.18,Houston,German,825,7639,6,Tech Enthusiasts,28-12-2021
5108,DataTech Solutions,Influencer,All Ages,45 days,Instagram,13%,"$12,481.00",5.42,Miami,English,631,9966,8,Fashionistas,29-12-2021
5109,TechCorp,Influencer,Women 35-44,15 days,YouTube,7%,"$8,570.00",3.7,Houston,Spanish,946,9150,3,Outdoor Adventurers,30-12-2021
5110,DataTech Solutions,Display,Men 25-34,30 days,Email,14%,"$16,280.00",5.51,Houston,German,474,5111,2,Health & Wellness,31-12-2021
5111,Innovate Industries,Influencer,Women 25-34,30 days,Facebook,14%,"$8,024.00",7.76,Los Angeles,Spanish,694,2036,9,Outdoor Adventurers,01-01-2021
5112,DataTech Solutions,Email,Women 25-34,15 days,Email,1%,"$18,242.00",2.78,New York,German,359,7841,2,Health & Wellness,02-01-2021
5113,Innovate Industries,Display,Men 25-34,30 days,Google Ads,6%,"$11,577.00",4.25,Houston,French,127,2456,1,Health & Wellness,03-01-2021
5114,TechCorp,Search,Women 35-44,60 days,Facebook,11%,"$7,942.00",7.66,Miami,French,210,2518,9,Foodies,04-01-2021
5115,TechCorp,Social Media,Men 25-34,15 days,Instagram,15%,"$18,539.00",5.66,Houston,Spanish,582,2913,4,Foodies,05-01-2021
5116,NexGen Systems,Search,Men 18-24,30 days,Website,4%,"$18,114.00",4.26,Los Angeles,English,986,2650,5,Tech Enthusiasts,06-01-2021
5117,Innovate Industries,Display,Women 25-34,60 days,Instagram,10%,"$5,985.00",3.82,Miami,German,189,9494,1,Health & Wellness,07-01-2021
5118,Innovate Industries,Search,Men 25-34,45 days,Instagram,4%,"$13,500.00",3.43,Houston,Spanish,130,8063,3,Fashionistas,08-01-2021
5119,TechCorp,Email,Men 25-34,30 days,YouTube,13%,"$16,745.00",2.63,Miami,Spanish,786,1184,1,Tech Enthusiasts,09-01-2021
5120,Alpha Innovations,Display,Men 18-24,45 days,YouTube,9%,"$5,108.00",4.97,Houston,German,864,5342,10,Foodies,10-01-2021
5121,Alpha Innovations,Search,Women 25-34,30 days,Instagram,8%,"$15,434.00",4.97,Miami,German,238,7479,3,Foodies,11-01-2021
5122,DataTech Solutions,Influencer,Men 18-24,15 days,YouTube,1%,"$7,043.00",3.23,Houston,Spanish,636,6580,4,Fashionistas,12-01-2021
5123,Innovate Industries,Influencer,All Ages,45 days,Instagram,4%,"$19,328.00",5.7,Chicago,English,780,8797,1,Tech Enthusiasts,13-01-2021
5124,NexGen Systems,Search,Men 18-24,15 days,YouTube,12%,"$12,538.00",2.5,Houston,French,221,2914,3,Fashionistas,14-01-2021
5125,Innovate Industries,Email,Women 25-34,30 days,Google Ads,11%,"$8,067.00",2.77,Los Angeles,Mandarin,917,5775,1,Fashionistas,15-01-2021
5126,NexGen Systems,Influencer,Women 35-44,30 days,YouTube,4%,"$16,947.00",2.69,Los Angeles,English,858,9274,1,Fashionistas,16-01-2021
5127,Innovate Industries,Social Media,Men 18-24,30 days,Google Ads,11%,"$11,740.00",5.3,Miami,English,367,5466,5,Fashionistas,17-01-2021
5128,TechCorp,Search,Men 18-24,60 days,Facebook,13%,"$6,241.00",3.68,Houston,French,813,4858,4,Health & Wellness,18-01-2021
5129,Alpha Innovations,Influencer,Women 35-44,60 days,Google Ads,8%,"$5,850.00",2.19,Houston,Spanish,499,8658,6,Outdoor Adventurers,19-01-2021
5130,DataTech Solutions,Influencer,All Ages,45 days,YouTube,10%,"$16,329.00",4.5,Chicago,French,440,4110,5,Tech Enthusiasts,20-01-2021
5131,DataTech Solutions,Search,Men 25-34,45 days,Instagram,11%,"$9,160.00",7.69,Chicago,English,343,9648,3,Fashionistas,21-01-2021
5132,NexGen Systems,Influencer,Men 25-34,30 days,Website,15%,"$18,406.00",2.99,Houston,English,558,7031,1,Tech Enthusiasts,22-01-2021
5133,Innovate Industries,Email,Women 25-34,45 days,Website,6%,"$9,617.00",4.48,Houston,French,626,6186,10,Foodies,23-01-2021
5134,TechCorp,Social Media,Women 35-44,45 days,Website,3%,"$11,406.00",7.44,Chicago,Mandarin,131,7570,10,Health & Wellness,24-01-2021
5135,TechCorp,Display,Women 35-44,60 days,Instagram,14%,"$17,568.00",2.32,Los Angeles,Spanish,698,3909,7,Tech Enthusiasts,25-01-2021
5136,NexGen Systems,Email,Women 35-44,15 days,Website,8%,"$8,001.00",5.29,Houston,French,742,1279,9,Tech Enthusiasts,26-01-2021
5137,TechCorp,Email,Men 18-24,60 days,Instagram,6%,"$5,355.00",4.92,Los Angeles,French,101,4242,4,Foodies,27-01-2021
5138,Innovate Industries,Social Media,Women 35-44,45 days,Instagram,2%,"$7,148.00",5.44,Chicago,German,374,7845,4,Tech Enthusiasts,28-01-2021
5139,Alpha Innovations,Social Media,Women 25-34,45 days,Google Ads,10%,"$14,592.00",7.81,Houston,English,832,5418,9,Health & Wellness,29-01-2021
5140,Alpha Innovations,Email,Women 25-34,60 days,Instagram,6%,"$6,924.00",3.71,New York,Mandarin,307,6315,4,Foodies,30-01-2021
5141,NexGen Systems,Social Media,Men 18-24,60 days,Google Ads,8%,"$9,362.00",3.73,New York,Mandarin,352,6208,2,Foodies,31-01-2021
5142,Alpha Innovations,Display,All Ages,60 days,Email,5%,"$19,902.00",3.51,Los Angeles,French,443,4530,4,Outdoor Adventurers,01-02-2021
5143,NexGen Systems,Search,Women 35-44,45 days,Website,10%,"$7,038.00",7.35,Miami,German,724,8323,8,Foodies,02-02-2021
5144,TechCorp,Display,Men 25-34,30 days,Instagram,15%,"$11,382.00",3.67,New York,German,242,8097,3,Fashionistas,03-02-2021
5145,NexGen Systems,Search,Women 25-34,30 days,Email,2%,"$16,902.00",7.05,Miami,Mandarin,851,7967,6,Health & Wellness,04-02-2021
5146,DataTech Solutions,Display,All Ages,60 days,Instagram,7%,"$10,292.00",5.93,New York,German,311,2761,8,Tech Enthusiasts,05-02-2021
5147,Innovate Industries,Search,All Ages,60 days,YouTube,8%,"$13,081.00",6.91,Chicago,Spanish,724,7454,9,Fashionistas,06-02-2021
5148,DataTech Solutions,Display,Women 25-34,45 days,Website,14%,"$15,025.00",7.47,Houston,German,693,9010,9,Foodies,07-02-2021
5149,TechCorp,Influencer,Women 25-34,30 days,YouTube,10%,"$15,098.00",2.49,Chicago,German,309,1142,2,Foodies,08-02-2021
5150,TechCorp,Influencer,Women 35-44,60 days,Facebook,14%,"$12,368.00",2.5,Chicago,German,721,7065,8,Outdoor Adventurers,09-02-2021
5151,Alpha Innovations,Social Media,Men 18-24,60 days,Website,11%,"$15,633.00",4.95,Miami,French,885,3353,9,Health & Wellness,10-02-2021
5152,Innovate Industries,Email,Women 35-44,60 days,YouTube,3%,"$11,989.00",5.57,Chicago,English,318,6078,8,Tech Enthusiasts,11-02-2021
5153,TechCorp,Display,All Ages,15 days,Instagram,14%,"$17,802.00",2.11,Houston,Mandarin,737,4493,2,Tech Enthusiasts,12-02-2021
5154,DataTech Solutions,Search,Men 25-34,45 days,Google Ads,1%,"$5,973.00",4.18,Chicago,French,584,3314,1,Fashionistas,13-02-2021
5155,DataTech Solutions,Influencer,All Ages,45 days,Website,8%,"$17,700.00",2.81,Houston,English,159,9095,4,Health & Wellness,14-02-2021
5156,TechCorp,Social Media,Men 18-24,15 days,Email,8%,"$15,958.00",5.02,Houston,Mandarin,280,8448,5,Health & Wellness,15-02-2021
5157,TechCorp,Social Media,Men 25-34,15 days,Instagram,9%,"$13,643.00",2.07,Miami,Mandarin,218,8932,8,Tech Enthusiasts,16-02-2021
5158,NexGen Systems,Display,Men 18-24,60 days,Google Ads,6%,"$15,969.00",2.02,Los Angeles,English,246,4813,6,Foodies,17-02-2021
5159,TechCorp,Social Media,Men 25-34,60 days,Instagram,3%,"$5,363.00",6.87,Houston,English,329,2687,8,Outdoor Adventurers,18-02-2021
5160,Alpha Innovations,Social Media,All Ages,60 days,Google Ads,7%,"$11,618.00",2.42,Miami,Mandarin,208,1205,8,Outdoor Adventurers,19-02-2021
5161,Innovate Industries,Display,Men 25-34,30 days,Instagram,14%,"$6,858.00",4.73,Miami,Mandarin,725,9545,5,Health & Wellness,20-02-2021
5162,Innovate Industries,Social Media,Men 25-34,60 days,Website,12%,"$11,989.00",2.66,Miami,German,465,7386,4,Tech Enthusiasts,21-02-2021
5163,TechCorp,Search,Men 25-34,60 days,Email,11%,"$6,386.00",6.16,Houston,Mandarin,606,8502,10,Tech Enthusiasts,22-02-2021
5164,DataTech Solutions,Email,Men 25-34,30 days,Website,11%,"$8,195.00",6.79,New York,French,245,2119,2,Health & Wellness,23-02-2021
5165,DataTech Solutions,Display,Women 25-34,45 days,Instagram,8%,"$13,709.00",2.97,Los Angeles,French,563,1019,10,Outdoor Adventurers,24-02-2021
5166,DataTech Solutions,Social Media,Men 18-24,30 days,Instagram,10%,"$12,007.00",2.73,New York,French,176,9869,5,Foodies,25-02-2021
5167,NexGen Systems,Influencer,Men 25-34,30 days,Email,12%,"$6,290.00",6.97,Chicago,Spanish,306,6767,10,Tech Enthusiasts,26-02-2021
5168,Alpha Innovations,Influencer,Men 18-24,45 days,Instagram,11%,"$11,164.00",7.64,Houston,French,393,9287,10,Tech Enthusiasts,27-02-2021
5169,TechCorp,Search,Men 18-24,30 days,YouTube,7%,"$14,905.00",7.93,New York,Mandarin,496,9541,1,Foodies,28-02-2021
5170,Innovate Industries,Search,Women 25-34,30 days,Google Ads,3%,"$9,642.00",7.93,Miami,French,433,4408,7,Outdoor Adventurers,01-03-2021
5171,DataTech Solutions,Email,Men 18-24,30 days,Website,10%,"$16,285.00",3.98,Houston,French,571,2692,4,Health & Wellness,02-03-2021
5172,TechCorp,Display,Men 18-24,60 days,Website,3%,"$7,488.00",5.87,Houston,Mandarin,931,4094,8,Tech Enthusiasts,03-03-2021
5173,TechCorp,Search,Men 25-34,60 days,Website,2%,"$12,264.00",5.2,Los Angeles,Mandarin,804,3416,6,Foodies,04-03-2021
5174,NexGen Systems,Email,Men 25-34,60 days,Email,7%,"$8,480.00",6.49,Miami,German,176,1115,6,Fashionistas,05-03-2021
5175,NexGen Systems,Social Media,Women 35-44,60 days,YouTube,12%,"$8,496.00",3.51,New York,French,605,2942,10,Tech Enthusiasts,06-03-2021
5176,DataTech Solutions,Social Media,Women 25-34,15 days,YouTube,15%,"$16,225.00",6.93,New York,Spanish,965,4438,10,Health & Wellness,07-03-2021
5177,Alpha Innovations,Influencer,Women 25-34,60 days,Email,10%,"$13,014.00",7.92,New York,Spanish,453,5475,7,Health & Wellness,08-03-2021
5178,TechCorp,Search,Men 18-24,60 days,Email,10%,"$6,165.00",6.53,Miami,French,627,3917,8,Outdoor Adventurers,09-03-2021
5179,TechCorp,Email,Men 18-24,15 days,Website,2%,"$16,101.00",2.12,New York,Spanish,934,9505,5,Fashionistas,10-03-2021
5180,TechCorp,Search,Men 18-24,15 days,Facebook,11%,"$13,583.00",2.4,Chicago,French,976,6832,6,Outdoor Adventurers,11-03-2021
5181,TechCorp,Search,Men 25-34,60 days,Instagram,2%,"$14,810.00",5.73,Houston,French,921,9382,4,Tech Enthusiasts,12-03-2021
5182,NexGen Systems,Display,Women 35-44,60 days,Facebook,7%,"$19,155.00",4.15,Los Angeles,Spanish,364,5089,7,Outdoor Adventurers,13-03-2021
5183,Innovate Industries,Search,Women 35-44,15 days,Facebook,8%,"$14,561.00",5.43,Chicago,French,707,4251,3,Foodies,14-03-2021
5184,DataTech Solutions,Influencer,Men 18-24,45 days,Facebook,13%,"$15,260.00",5.04,Los Angeles,English,915,4358,4,Foodies,15-03-2021
5185,Innovate Industries,Email,Men 25-34,60 days,Google Ads,6%,"$11,200.00",4.9,Chicago,German,173,6376,9,Fashionistas,16-03-2021
5186,Innovate Industries,Social Media,All Ages,30 days,Facebook,2%,"$15,872.00",7.13,Houston,German,349,5228,3,Outdoor Adventurers,17-03-2021
5187,NexGen Systems,Display,All Ages,30 days,Google Ads,11%,"$11,264.00",2.54,Los Angeles,English,467,6838,8,Fashionistas,18-03-2021
5188,NexGen Systems,Social Media,All Ages,30 days,Google Ads,6%,"$19,585.00",4.69,Chicago,English,584,4493,5,Foodies,19-03-2021
5189,DataTech Solutions,Search,All Ages,30 days,Instagram,2%,"$5,118.00",2.74,Chicago,French,547,8558,3,Foodies,20-03-2021
5190,NexGen Systems,Influencer,Women 35-44,60 days,Facebook,10%,"$18,378.00",4.86,Chicago,Spanish,344,4894,6,Fashionistas,21-03-2021
5191,Alpha Innovations,Search,Women 25-34,45 days,Instagram,11%,"$7,305.00",6.92,Chicago,English,180,2270,6,Tech Enthusiasts,22-03-2021
5192,Innovate Industries,Social Media,Women 35-44,30 days,Google Ads,9%,"$17,199.00",3.02,Houston,Spanish,753,4429,2,Outdoor Adventurers,23-03-2021
5193,TechCorp,Email,Women 25-34,45 days,Instagram,2%,"$6,138.00",4.83,Los Angeles,Mandarin,966,6547,6,Health & Wellness,24-03-2021
5194,TechCorp,Influencer,Men 25-34,45 days,Instagram,14%,"$19,533.00",7.61,Miami,Mandarin,505,6282,9,Foodies,25-03-2021
5195,NexGen Systems,Influencer,Men 18-24,30 days,Facebook,11%,"$18,830.00",7.21,Houston,German,399,1330,10,Tech Enthusiasts,26-03-2021
5196,Alpha Innovations,Display,Women 25-34,60 days,Website,4%,"$18,379.00",4.69,Miami,English,736,3058,10,Health & Wellness,27-03-2021
5197,Alpha Innovations,Influencer,Men 25-34,15 days,Website,3%,"$18,164.00",3.57,New York,French,725,2003,3,Foodies,28-03-2021
5198,Innovate Industries,Search,Men 18-24,60 days,Website,2%,"$11,986.00",7.89,Houston,English,492,3226,6,Health & Wellness,29-03-2021
5199,TechCorp,Search,Men 18-24,45 days,Website,8%,"$11,739.00",3.39,Chicago,German,927,8917,9,Health & Wellness,30-03-2021
5200,TechCorp,Influencer,Women 35-44,45 days,Facebook,8%,"$9,061.00",3.89,Houston,German,195,7659,8,Tech Enthusiasts,31-03-2021
5201,Alpha Innovations,Influencer,Women 35-44,15 days,Website,8%,"$12,666.00",3.27,Chicago,German,831,7796,9,Fashionistas,01-04-2021
5202,NexGen Systems,Display,All Ages,15 days,Website,7%,"$18,602.00",3.47,Chicago,French,110,1345,2,Fashionistas,02-04-2021
5203,Alpha Innovations,Influencer,Women 25-34,30 days,YouTube,4%,"$17,094.00",4.11,New York,French,329,1092,9,Tech Enthusiasts,03-04-2021
5204,Alpha Innovations,Social Media,Women 35-44,60 days,Google Ads,4%,"$13,485.00",5.26,Chicago,German,688,6244,10,Tech Enthusiasts,04-04-2021
5205,Innovate Industries,Display,Men 25-34,60 days,Website,14%,"$15,720.00",7.82,Houston,German,999,9307,3,Outdoor Adventurers,05-04-2021
5206,Alpha Innovations,Email,Women 25-34,45 days,Email,14%,"$12,551.00",3.61,Chicago,French,968,8028,1,Tech Enthusiasts,06-04-2021
5207,TechCorp,Social Media,Women 35-44,45 days,Google Ads,12%,"$12,310.00",2.63,Houston,English,636,5202,8,Fashionistas,07-04-2021
5208,Alpha Innovations,Search,Women 35-44,15 days,Instagram,11%,"$14,164.00",3.68,Miami,English,832,9368,5,Fashionistas,08-04-2021
5209,Alpha Innovations,Search,Men 18-24,45 days,Email,6%,"$17,450.00",7.66,Miami,German,257,6609,3,Foodies,09-04-2021
5210,NexGen Systems,Social Media,Women 25-34,30 days,Google Ads,12%,"$6,859.00",7.32,Houston,French,238,1329,2,Tech Enthusiasts,10-04-2021
5211,DataTech Solutions,Search,All Ages,60 days,Google Ads,4%,"$7,419.00",7.4,Houston,German,255,5502,4,Outdoor Adventurers,11-04-2021
5212,Alpha Innovations,Social Media,Women 25-34,30 days,YouTube,7%,"$9,646.00",4.24,Chicago,Spanish,769,6063,6,Foodies,12-04-2021
5213,DataTech Solutions,Search,All Ages,60 days,Instagram,3%,"$11,646.00",7.25,Chicago,German,571,5181,3,Fashionistas,13-04-2021
5214,NexGen Systems,Influencer,All Ages,60 days,Email,3%,"$8,058.00",3.63,Houston,English,344,5073,8,Tech Enthusiasts,14-04-2021
5215,TechCorp,Search,Women 35-44,30 days,YouTube,3%,"$13,004.00",2.83,Houston,Spanish,945,4990,4,Foodies,15-04-2021
5216,Innovate Industries,Email,Men 25-34,30 days,Google Ads,8%,"$17,119.00",4.04,Chicago,Mandarin,869,4409,6,Fashionistas,16-04-2021
5217,NexGen Systems,Display,Women 25-34,15 days,Instagram,14%,"$14,545.00",3.22,Los Angeles,Mandarin,319,6239,2,Fashionistas,17-04-2021
5218,Alpha Innovations,Influencer,Women 25-34,15 days,YouTube,3%,"$16,382.00",2.06,Los Angeles,Spanish,322,6866,10,Health & Wellness,18-04-2021
5219,DataTech Solutions,Email,Women 25-34,60 days,Google Ads,14%,"$5,804.00",4.34,Houston,German,648,6714,1,Foodies,19-04-2021
5220,Alpha Innovations,Influencer,Women 35-44,60 days,YouTube,3%,"$16,420.00",6.8,Chicago,Spanish,874,8754,8,Outdoor Adventurers,20-04-2021
5221,TechCorp,Social Media,Women 25-34,45 days,Email,12%,"$9,302.00",2.38,New York,Spanish,747,6795,1,Foodies,21-04-2021
5222,TechCorp,Social Media,Women 25-34,45 days,YouTube,15%,"$12,479.00",7.54,New York,Spanish,826,3278,1,Health & Wellness,22-04-2021
5223,TechCorp,Influencer,Women 35-44,45 days,Instagram,14%,"$10,281.00",2.31,Houston,French,149,5431,2,Tech Enthusiasts,23-04-2021
5224,DataTech Solutions,Search,Women 25-34,45 days,Website,15%,"$9,901.00",7.47,New York,French,680,8633,7,Foodies,24-04-2021
5225,Alpha Innovations,Search,Men 25-34,30 days,Instagram,10%,"$13,119.00",4.41,Los Angeles,English,158,8251,10,Health & Wellness,25-04-2021
5226,TechCorp,Search,Women 25-34,30 days,Facebook,9%,"$18,487.00",7.12,New York,Spanish,185,7566,10,Tech Enthusiasts,26-04-2021
5227,Alpha Innovations,Influencer,Women 25-34,30 days,Instagram,6%,"$5,889.00",4.66,Los Angeles,German,588,5917,7,Health & Wellness,27-04-2021
5228,Alpha Innovations,Email,All Ages,45 days,Website,7%,"$5,361.00",3.67,Houston,Mandarin,563,1345,9,Foodies,28-04-2021
5229,TechCorp,Display,Men 25-34,60 days,Facebook,15%,"$8,343.00",5.86,Los Angeles,Spanish,404,8701,9,Health & Wellness,29-04-2021
5230,NexGen Systems,Influencer,All Ages,30 days,Email,2%,"$19,806.00",2.48,Chicago,Mandarin,613,1748,8,Tech Enthusiasts,30-04-2021
5231,DataTech Solutions,Email,Men 25-34,45 days,Website,8%,"$8,738.00",6.1,Houston,English,853,7980,9,Health & Wellness,01-05-2021
5232,Alpha Innovations,Search,Men 25-34,30 days,Instagram,12%,"$14,845.00",7.68,Houston,German,345,9743,2,Foodies,02-05-2021
5233,Innovate Industries,Social Media,All Ages,15 days,Email,10%,"$6,091.00",7.93,New York,German,250,5031,4,Fashionistas,03-05-2021
5234,NexGen Systems,Influencer,Men 18-24,30 days,Facebook,9%,"$6,026.00",7.39,Miami,French,281,6231,9,Tech Enthusiasts,04-05-2021
5235,TechCorp,Email,All Ages,30 days,Google Ads,3%,"$5,059.00",7.69,Chicago,French,648,1073,1,Outdoor Adventurers,05-05-2021
5236,TechCorp,Email,All Ages,45 days,YouTube,14%,"$14,585.00",3.37,Chicago,Mandarin,477,6910,1,Tech Enthusiasts,06-05-2021
5237,NexGen Systems,Search,Women 35-44,45 days,Website,7%,"$19,587.00",6.48,New York,Spanish,908,7530,8,Fashionistas,07-05-2021
5238,Alpha Innovations,Search,Men 18-24,30 days,Instagram,10%,"$18,107.00",6.12,Houston,Spanish,478,2300,9,Tech Enthusiasts,08-05-2021
5239,NexGen Systems,Social Media,Men 25-34,15 days,YouTube,11%,"$11,558.00",5.95,New York,Spanish,396,9845,10,Tech Enthusiasts,09-05-2021
5240,DataTech Solutions,Search,All Ages,45 days,Facebook,3%,"$9,276.00",2.26,Houston,Spanish,583,9183,5,Health & Wellness,10-05-2021
5241,TechCorp,Display,Women 35-44,45 days,Website,11%,"$15,610.00",5.95,New York,English,396,8620,2,Outdoor Adventurers,11-05-2021
5242,Alpha Innovations,Search,Women 35-44,15 days,Email,13%,"$16,743.00",7.12,Los Angeles,Mandarin,361,2867,8,Foodies,12-05-2021
5243,TechCorp,Display,Women 25-34,45 days,Google Ads,10%,"$14,170.00",2.35,Chicago,Spanish,534,8529,2,Health & Wellness,13-05-2021
5244,NexGen Systems,Display,All Ages,15 days,Facebook,5%,"$9,262.00",3.59,Houston,German,162,1216,9,Fashionistas,14-05-2021
5245,NexGen Systems,Influencer,Men 18-24,15 days,Google Ads,2%,"$12,918.00",5.27,New York,Spanish,842,8071,5,Foodies,15-05-2021
5246,Alpha Innovations,Email,Women 35-44,30 days,Instagram,8%,"$5,677.00",5.73,Houston,German,506,1950,5,Foodies,16-05-2021
5247,TechCorp,Display,Women 35-44,30 days,YouTube,11%,"$7,931.00",3.15,Houston,English,322,9620,9,Foodies,17-05-2021
